16.8794,0
19.8879,0.00113636
20.5398,0.00227273
18.4468,0.00340909
12.5526,0.00454545
14.5776,0.00568182
12.1929,0.00681818
12.1742,0.00795455
11.7172,0.00909091
10.363,0.0102273
11.0328,0.0113636
9.35866,0.0125
10.1702,0.0136364
9.04585,0.0147727
9.19694,0.0159091
8.89779,0.0170455
8.27663,0.0181818
8.62485,0.0193182
7.65142,0.0204545
8.16604,0.0215909
7.39313,0.0227273
7.56393,0.0238636
7.29591,0.025
6.94122,0.0261364
7.14413,0.0272727
6.47333,0.0284091
6.8494,0.0295455
6.24899,0.0306818
6.42353,0.0318182
6.16892,0.0329545
5.95367,0.0340909
6.0721,0.0352273
5.5741,0.0363636
5.8665,0.0375
5.37193,0.0386364
5.54495,0.0397727
5.29881,0.0409091
5.1697,0.0420455
5.23174,0.0431818
4.84773,0.0443182
5.0819,0.0454545
4.66118,0.0465909
4.82992,0.0477273
4.59065,0.0488636
4.51993,0.05
4.54105,0.0511364
4.23924,0.0522727
4.42907,0.0534091
4.06439,0.0545455
4.22711,0.0556818
3.99428,0.0568182
3.96544,0.0579545
3.95528,0.0590909
3.71635,0.0602273
3.87032,0.0613636
3.55081,0.0625
3.7062,0.0636364
3.48,0.0647727
3.48225,0.0659091
3.44732,0.0670455
3.25854,0.0681818
3.38226,0.0693182
3.10076,0.0704545
3.24781,0.0715909
3.0286,0.0727273
3.05439,0.0738636
2.99947,0.075
2.85185,0.0761364
2.94935,0.0772727
2.70086,0.0784091
2.83877,0.0795455
2.62704,0.0806818
2.67074,0.0818182
2.59954,0.0829545
2.48645,0.0840909
2.56074,0.0852273
2.34162,0.0863636
2.46973,0.0875
2.26607,0.0886364
2.32331,0.0897727
2.23879,0.0909091
2.15506,0.0920455
2.20856,0.0931818
2.01605,0.0943182
2.13379,0.0954545
1.93875,0.0965909
2.00607,0.0977273
1.91077,0.0988636
1.85226,0.1
1.88693,0.101136
1.71876,0.102273
1.82576,0.103409
1.63996,0.104545
1.71446,0.105682
1.61051,0.106818
1.57374,0.107955
1.59131,0.109091
1.44567,0.110227
1.54161,0.111364
1.36554,0.1125
1.44481,0.113636
1.33416,0.114773
1.31619,0.115909
1.31823,0.117045
1.1935,0.118182
1.27812,0.119318
1.1123,0.120455
1.19428,0.121591
1.07862,0.122727
1.07689,0.123864
1.06482,0.125
0.959587,0.126136
1.03281,0.127273
0.877595,0.128409
0.960492,0.129545
0.84145,0.130682
0.853649,0.131818
0.828806,0.132955
0.741746,0.134091
0.803527,0.135227
0.659346,0.136364
0.741585,0.1375
0.620557,0.138636
0.644604,0.139773
0.608279,0.140909
0.538188,0.142045
0.588585,0.143182
0.455695,0.144318
0.535949,0.145455
0.414336,0.146591
0.448328,0.147727
0.401724,0.148864
0.347413,0.15
0.386537,0.151136
0.265176,0.152273
0.342289,0.153409
0.221317,0.154545
0.263513,0.155682
0.207796,0.156818
0.168137,0.157955
0.196256,0.159091
0.086542,0.160227
0.159452,0.161364
0.0402018,0.1625
0.0890012,0.163636
0.0254155,0.164773
-0.000744002,0.165909
0.0166219,0.167045
-0.081374,0.168182
-0.0134844,0.169318
-0.129946,0.170455
-0.0760804,0.171591
-0.146401,0.172727
-0.160183,0.173864
-0.153152,0.175
-0.239413,0.176136
-0.177322,0.177273
-0.290056,0.178409
-0.232554,0.179545
-0.308474,0.180682
-0.310946,0.181818
-0.313853,0.182955
-0.388549,0.184091
-0.332854,0.185227
-0.440917,0.186364
-0.381058,0.1875
-0.461484,0.188636
-0.453757,0.189773
-0.466095,0.190909
-0.529364,0.192045
-0.480603,0.193182
-0.583274,0.194318
-0.522251,0.195455
-0.606086,0.196591
-0.589284,0.197727
-0.610529,0.198864
-0.662571,0.2
-0.621115,0.201136
-0.717736,0.202273
-0.656609,0.203409
-0.742844,0.204545
-0.718043,0.205682
-0.747474,0.206818
-0.788724,0.207955
-0.754883,0.209091
-0.844793,0.210227
-0.78463,0.211364
-0.872251,0.2125
-0.840582,0.213636
-0.877545,0.214773
-0.908313,0.215909
-0.882238,0.217045
-0.964945,0.218182
-0.906762,0.219318
-0.994726,0.220455
-0.957178,0.221591
-1.00107,0.222727
-1.02182,0.223864
-1.00361,0.225
-1.07869,0.226136
-1.02323,0.227273
-1.11069,0.228409
-1.06835,0.229545
-1.11834,0.230682
-1.12961,0.231818
-1.11927,0.232955
-1.18645,0.234091
-1.13451,0.235227
-1.22051,0.236364
-1.17438,0.2375
-1.22976,0.238636
-1.23215,0.239773
-1.22947,0.240909
-1.28846,0.242045
-1.24072,0.243182
-1.32441,0.244318
-1.27557,0.245455
-1.33547,0.246591
-1.3296,0.247727
-1.33455,0.248864
-1.38515,0.25
-1.34225,0.251136
-1.4229,0.252273
-1.37213,0.253409
-1.43583,0.254545
-1.42237,0.255682
-1.4346,0.256818
-1.47686,0.257955
-1.4392,0.259091
-1.51607,0.260227
-1.46442,0.261364
-1.53098,0.2625
-1.51067,0.263636
-1.52992,0.264773
-1.56378,0.265909
-1.53183,0.267045
-1.60427,0.268182
-1.55259,0.269318
-1.62129,0.270455
-1.59484,0.271591
-1.62067,0.272727
-1.64625,0.273864
-1.62024,0.275
